song_id,image_url,published_date,singer,title
3053259,https://cdnimg.melon.co.kr/cm/album/images/010/93/562/1093562_500.jpg/melon/resize/282/quality/80/optimize,2010.12.09,아이유,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ)
33359309,https://cdnimg.melon.co.kr/cm2/album/images/105/80/103/10580103_20211008114642_500.jpg?6cff30b5cf3143912f7a5650f0e133f2/melon/resize/282/quality/80/optimize,2021.10.08,Justin Bieber,Off My Face
35331586,https://cdnimg.melon.co.kr/cm2/album/images/109/89/806/10989806_20220623153505_500.jpg?35a4d0f2d14ee902dfab94e04a817303/melon/resize/282/quality/80/optimize,2022.06.24,"Charlie Puth, 정국, 방탄소년단",Left and Right (Feat. Jung Kook of BTS)
3414749,https://cdnimg.melon.co.kr/cm/album/images/012/86/252/1286252_500.jpg/melon/resize/282/quality/80/optimize,2011.05.25,아이유,내 손을 잡아
35391594,https://cdnimg.melon.co.kr/cm2/album/images/110/01/347/11001347_20220711164254_500.jpg?af87f8b91ef087302e7b110d64a5acd7/melon/resize/282/quality/80/optimize,2022.07.12,21학번,스티커 사진
35595137,https://cdnimg.melon.co.kr/cm2/album/images/110/45/985/11045985_20220905151107_500.jpg?0b94bb1efdeeb5fd7a1c6371ebe0746e/melon/resize/282/quality/80/optimize,2022.09.06,"윤미래, 비비 (BIBI)",LAW (Prod. Czaer)
35667692,https://cdnimg.melon.co.kr/cm2/album/images/110/62/828/11062828_20220923105240_500.jpg?2935d0a2f352cd9a46f1b92a5eb0e64f/melon/resize/282/quality/80/optimize,2022.09.24,김호중,그중에 그대를 만나
33480898,https://cdnimg.melon.co.kr/cm2/album/images/106/07/796/10607796_20210513201807_500.jpg?cb1d50410b364ec4c2a4848adbf5eb68/melon/resize/282/quality/80/optimize,2021.05.14,이무진,신호등
35333345,https://cdnimg.melon.co.kr/cm2/album/images/109/90/161/10990161_20220623203136_500.jpg?cd2d08ed70469d69c028a06b93b3718e/melon/resize/282/quality/80/optimize,2022.06.24,나연 (TWICE),POP!
34481680,https://cdnimg.melon.co.kr/cm2/album/images/108/27/816/10827816_20211229143632_500.jpg?5212701ba136b287d5c446d6f504451f/melon/resize/282/quality/80/optimize,2021.12.29,아이유,드라마
34270805,https://cdnimg.melon.co.kr/cm2/album/images/107/78/556/10778556_20211116105621_500.jpg?7388a25c12a4273eb8820ddc7d7a4648/melon/resize/282/quality/80/optimize,2021.11.16,윤하 (YOUNHA),오르트구름
34626109,https://cdnimg.melon.co.kr/cm2/album/images/108/63/559/10863559_20220214160739_500.jpg?42c2b52a394ac94dad21d64aec2c577d/melon/resize/282/quality/80/optimize,2022.02.14,태연 (TAEYEON),INVU
3973781,https://cdnimg.melon.co.kr/cm/album/images/021/68/409/2168409_500.jpg/melon/resize/282/quality/80/optimize,2012.12.06,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",크리스마스니까
35690912,https://cdnimg.melon.co.kr/cm2/album/images/110/69/174/11069174_20220930140119_500.jpg?35f1bdded4943e5c5fefdba4c50c470e/melon/resize/282/quality/80/optimize,2022.10.02,김호중,나의 목소리로
34101563,https://cdnimg.melon.co.kr/cm2/album/images/107/43/453/10743453_20211018165252_500.jpg?4a230414088a35eeff232020daf65806/melon/resize/282/quality/80/optimize,2021.10.19,아이유,strawberry moon
